The average c_Ia, ET, Fc, M_relative and TmpSoil values are estimated by DHM-WM global water balance routine as below:
date	c_Ia	ET(mm)	Fc(mm)	M_rel	TmpSoil(C)
20040316	0.000	1.77	0.00	0.48	15.78
20040317	0.000	2.12	0.00	0.48	15.81
20040318	0.000	2.07	0.00	0.47	15.70
20040319	0.000	2.52	0.00	0.47	15.83
20040320	0.000	2.70	0.00	0.47	15.91
20040321	0.000	2.70	0.00	0.46	15.97
20040322	0.000	2.86	0.00	0.46	16.01
20040323	0.000	1.62	0.00	0.45	15.20
20040324	0.000	1.75	0.00	0.45	14.80
20040325	0.000	2.05	0.00	0.44	14.98
20040326	0.000	2.35	0.00	0.44	15.38
20040327	0.000	2.37	0.00	0.44	15.67
20040328	0.000	2.46	0.00	0.43	16.04
20040329	0.000	2.54	0.00	0.43	16.47
20040330	0.089	2.53	0.00	0.42	16.73
20040331	0.089	2.01	0.00	0.43	16.43
20040401	0.000	1.96	0.00	0.43	15.89
20040402	0.000	1.59	0.00	0.42	15.46
20040403	0.000	1.85	0.00	0.42	15.37
20040404	0.000	2.01	0.00	0.42	15.49
20040405	0.000	2.26	0.00	0.41	15.44
20040406	0.000	2.36	0.00	0.41	15.48
20040407	0.000	2.55	0.00	0.40	15.69
20040408	0.091	3.54	0.05	0.40	16.23
20040409	0.000	2.04	0.00	0.41	16.43
20040410	0.000	2.40	0.00	0.40	16.65
20040411	0.000	2.39	0.00	0.40	16.83
20040412	0.091	2.77	0.00	0.39	17.03
20040413	0.092	3.52	0.04	0.39	17.30
20040414	0.000	1.70	0.00	0.40	16.45
20040415	0.000	1.74	0.00	0.39	15.92
20040416	0.000	2.23	0.00	0.39	15.75
20040417	0.000	2.55	0.00	0.39	15.78
20040418	0.000	2.56	0.00	0.38	16.04
20040419	0.000	2.54	0.00	0.38	16.49
20040420	0.000	2.40	0.00	0.37	17.06
20040421	0.000	2.56	0.00	0.37	17.34
20040422	0.000	2.55	0.00	0.36	17.56
20040423	0.000	2.49	0.00	0.36	18.18
20040424	0.000	2.72	0.00	0.36	18.54
20040425	0.000	2.38	0.00	0.35	18.87
20040426	0.095	2.87	0.75	0.35	18.69
20040427	0.000	2.28	0.00	0.38	18.36
20040428	0.000	2.56	0.00	0.38	18.00
20040429	0.000	2.59	0.00	0.37	18.20
20040430	0.092	3.41	0.90	0.37	18.44
20040501	0.086	3.88	0.31	0.41	18.79
20040502	0.084	3.62	5.89	0.42	18.92
20040503	0.000	2.45	0.00	0.48	18.52
20040504	0.000	2.59	0.00	0.47	18.05
20040505	0.000	3.22	0.00	0.46	17.95
20040506	0.000	3.57	0.00	0.46	18.24
20040507	0.000	3.39	0.00	0.45	18.72
20040508	0.000	3.84	0.00	0.44	19.07
20040509	0.000	3.23	0.00	0.44	19.39
20040510	0.000	2.61	0.00	0.43	19.63
20040511	0.000	2.88	0.00	0.43	19.75
20040512	0.090	2.80	0.00	0.42	19.84
20040513	0.000	3.07	0.00	0.42	20.00
20040514	0.000	3.13	0.00	0.41	20.12
20040515	0.000	3.26	0.00	0.41	20.11
20040516	0.093	3.27	0.00	0.40	20.13
20040517	0.000	3.17	0.00	0.40	20.29
20040518	0.000	3.12	0.00	0.39	20.36
20040519	0.094	3.31	0.00	0.39	20.46
20040520	0.095	5.19	0.09	0.38	20.54
20040521	0.000	3.55	0.00	0.39	20.66
20040522	0.000	3.56	0.00	0.39	20.82
20040523	0.000	3.54	0.00	0.38	20.95
20040524	0.000	3.54	0.00	0.37	21.05
20040525	0.000	3.69	0.00	0.37	21.16
20040526	0.000	3.22	0.00	0.36	21.48
20040527	0.000	3.24	0.00	0.35	21.57
20040528	0.000	3.38	0.00	0.35	21.64
20040529	0.000	3.43	0.00	0.34	21.74
20040530	0.000	3.26	0.00	0.34	22.00
20040531	0.108	2.79	0.00	0.33	21.68
20040601	0.108	5.56	0.19	0.33	21.47
20040602	0.113	4.62	0.04	0.35	21.24
20040603	0.112	5.44	0.12	0.35	21.21
20040604	0.110	5.18	0.07	0.36	21.13
20040605	0.000	3.70	0.00	0.36	21.20
20040606	0.000	3.17	0.00	0.36	21.13
20040607	0.111	4.63	0.03	0.35	21.31
20040608	0.110	4.27	0.00	0.36	21.41
20040609	0.110	5.38	0.12	0.36	21.36
20040610	0.000	3.54	0.00	0.37	21.51
20040611	0.000	3.65	0.00	0.36	21.79
20040612	0.000	3.74	0.00	0.35	21.96
20040613	0.119	4.82	0.09	0.35	21.81
20040614	0.117	4.33	0.02	0.36	21.78
20040615	0.116	5.06	0.00	0.36	21.95
20040616	0.116	3.77	0.00	0.36	22.11
20040617	0.117	4.74	0.00	0.35	22.21
20040618	0.000	3.84	0.00	0.35	22.38
20040619	0.000	3.86	0.00	0.34	22.51
20040620	0.119	5.58	0.00	0.34	22.62
20040621	0.118	6.18	0.65	0.34	22.43
20040622	0.112	6.12	0.37	0.38	22.28
20040623	0.109	5.19	0.00	0.39	22.18
20040624	0.109	4.05	0.00	0.39	22.03
20040625	0.110	5.15	1.62	0.39	21.77
20040626	0.102	5.86	0.09	0.44	21.61
20040627	0.102	5.08	0.00	0.44	21.43
20040628	0.102	4.59	0.00	0.43	21.35
20040629	0.000	4.38	0.00	0.43	21.31
20040630	0.105	4.47	0.00	0.42	21.31
20040701	0.105	5.82	0.10	0.42	21.38
20040702	0.104	6.17	0.13	0.43	21.35
20040703	0.000	4.55	0.00	0.44	21.41
20040704	0.000	4.40	0.00	0.42	21.60
20040705	0.000	4.36	0.00	0.42	21.83
20040706	0.000	4.29	0.00	0.41	21.83
20040707	0.108	4.33	0.00	0.40	21.67
20040708	0.108	4.75	0.00	0.40	21.65
20040709	0.000	4.30	0.00	0.40	21.81
20040710	0.000	4.04	0.00	0.39	21.99
20040711	0.000	4.29	0.00	0.38	22.12
20040712	0.000	4.14	0.00	0.37	22.32
20040713	0.000	4.10	0.00	0.36	22.38
20040714	0.000	3.92	0.00	0.36	22.34
20040715	0.115	3.82	0.00	0.35	22.17
20040716	0.116	3.78	0.00	0.34	22.02
20040717	0.116	3.39	0.00	0.34	21.90
20040718	0.117	6.33	0.31	0.34	21.83
20040719	0.000	4.01	0.00	0.36	21.71
20040720	0.000	4.07	0.00	0.35	21.69
20040721	0.000	3.86	0.00	0.35	21.86
20040722	0.116	3.12	0.00	0.34	22.25
20040723	0.117	4.15	0.00	0.33	22.49
20040724	0.118	3.98	0.00	0.33	22.53
20040725	0.118	3.32	0.00	0.32	22.54
20040726	0.119	5.08	0.04	0.32	22.48
20040727	0.117	4.61	0.00	0.33	22.58
20040728	0.117	4.38	0.00	0.33	22.61
20040729	0.000	3.47	0.00	0.33	22.70
20040730	0.118	3.91	0.00	0.32	22.70
20040731	0.118	3.58	0.00	0.32	22.80
20040801	0.000	3.15	0.00	0.31	22.88
20040802	0.120	5.04	0.03	0.31	22.98
20040803	0.000	3.58	0.00	0.31	23.11
20040804	0.120	3.37	0.00	0.31	23.21
20040805	0.121	2.79	0.00	0.30	23.05
20040806	0.121	2.79	0.00	0.30	22.62
20040807	0.000	2.99	0.00	0.29	22.40
20040808	0.000	3.10	0.00	0.29	22.48
20040809	0.000	1.92	0.00	0.29	22.03
20040810	0.117	4.77	3.02	0.29	21.82
20040811	0.106	3.03	0.01	0.36	21.61
20040812	0.107	4.38	0.12	0.35	21.30
20040813	0.106	3.72	0.00	0.36	21.19
20040814	0.107	3.56	0.00	0.36	21.39
20040815	0.000	2.85	0.00	0.35	21.36
20040816	0.000	3.08	0.00	0.34	21.48
20040817	0.110	3.58	0.00	0.34	21.53
20040818	0.111	3.53	0.00	0.34	21.63
20040819	0.000	3.35	0.00	0.33	21.80
20040820	0.112	5.32	0.11	0.32	21.88
20040821	0.111	5.59	0.18	0.34	21.91
20040822	0.108	2.96	0.00	0.35	21.89
20040823	0.109	3.42	0.00	0.34	21.93
20040824	0.000	2.84	0.00	0.34	21.94
20040825	0.000	3.04	0.00	0.33	21.88
20040826	0.112	3.16	0.00	0.33	21.95
20040827	0.113	3.21	0.00	0.32	22.03
20040828	0.114	3.36	0.00	0.31	22.22
20040829	0.114	5.44	0.21	0.31	22.20
20040830	0.111	3.87	0.01	0.33	22.21
20040831	0.111	3.59	0.00	0.33	22.25
20040901	0.112	3.07	0.00	0.32	22.19
20040902	0.113	4.58	0.14	0.32	22.13
20040903	0.000	2.86	0.00	0.33	22.03
20040904	0.112	2.40	0.00	0.32	21.96
20040905	0.113	2.04	0.02	0.32	21.63
20040906	0.112	2.27	15.66	0.32	21.36
20040907	0.093	3.93	0.11	0.46	21.21
20040908	0.096	3.87	0.00	0.46	21.17
20040909	0.000	2.49	0.00	0.45	20.93
20040910	0.100	3.00	0.00	0.44	20.90
20040911	0.101	2.94	0.00	0.44	20.83
20040912	0.000	1.84	0.00	0.43	20.47
20040913	0.102	3.08	0.00	0.43	20.38
20040914	0.102	2.33	0.00	0.43	20.40
20040915	0.000	2.13	0.00	0.43	20.59
20040916	0.103	4.20	0.34	0.42	20.66
20040917	0.100	3.72	0.01	0.45	20.49
20040918	0.000	2.75	0.00	0.44	20.18
20040919	0.000	2.58	0.00	0.44	19.64
20040920	0.000	2.83	0.00	0.43	19.43
20040921	0.000	2.99	0.00	0.43	19.54
20040922	0.000	3.26	0.00	0.42	19.61
20040923	0.000	2.91	0.00	0.41	19.54
20040924	0.000	2.35	0.00	0.41	19.59
20040925	0.000	1.65	0.00	0.40	19.61
20040926	0.107	1.68	0.08	0.40	19.54
20040927	0.106	4.08	16.45	0.41	19.74
20040928	0.000	3.38	0.00	0.54	19.69
20040929	0.000	2.99	0.00	0.53	19.74
20040930	0.000	3.39	0.00	0.52	19.86
20041001	0.000	3.24	0.00	0.51	20.01
20041002	0.000	2.94	0.00	0.50	20.05
20041003	0.000	2.87	0.00	0.50	19.94
20041004	0.000	2.73	0.00	0.49	19.72
20041005	0.000	2.64	0.00	0.49	19.69
20041006	0.000	1.97	0.00	0.48	19.50
20041007	0.000	2.27	0.00	0.48	19.25
20041008	0.000	1.60	0.00	0.47	19.19
20041009	0.000	1.51	0.00	0.47	19.23
20041010	0.080	1.69	0.00	0.47	19.24
20041011	0.080	1.84	0.00	0.47	19.30
20041012	0.080	1.82	0.00	0.47	18.86
20041013	0.080	1.75	0.00	0.47	18.50
20041014	0.080	1.97	0.05	0.46	17.77
20041015	0.079	2.93	0.21	0.47	17.54
20041016	0.000	2.15	0.00	0.49	17.66
20041017	0.000	1.76	0.00	0.48	17.83
20041018	0.000	1.77	0.00	0.48	18.04
20041019	0.079	1.99	0.00	0.47	18.25
20041020	0.079	1.80	0.00	0.47	18.41
20041021	0.000	1.20	0.00	0.47	18.41
20041022	0.000	1.59	0.00	0.47	18.28
20041023	0.000	1.44	0.00	0.46	18.16
20041024	0.080	1.95	0.00	0.46	18.20
20041025	0.000	1.74	0.00	0.46	18.15
20041026	0.000	1.78	0.00	0.46	18.16
20041027	0.000	1.89	0.00	0.45	18.46
20041028	0.000	1.49	0.00	0.45	18.63
20041029	0.000	1.59	0.00	0.45	18.82
20041030	0.000	1.67	0.00	0.44	18.99
20041031	0.000	1.71	0.00	0.44	19.08
20041101	0.000	1.43	0.00	0.44	19.30
20041102	0.000	1.66	0.00	0.44	19.51
20041103	0.000	1.55	0.00	0.43	19.09
20041104	0.084	1.60	0.00	0.43	18.33
20041105	0.000	1.46	0.00	0.43	17.60
20041106	0.000	1.53	0.00	0.43	17.12
20041107	0.000	1.43	0.00	0.43	17.11
20041108	0.000	1.10	0.00	0.42	16.70
20041109	0.000	1.25	0.00	0.42	16.35
20041110	0.000	1.06	0.00	0.42	16.27
20041111	0.000	1.20	0.00	0.42	16.59
20041112	0.085	1.19	0.12	0.41	16.35
20041113	0.083	0.81	0.00	0.43	15.82
20041114	0.000	1.08	0.00	0.43	15.40
20041115	0.000	1.25	0.00	0.42	15.01
20041116	0.000	1.30	0.00	0.42	14.89
20041117	0.000	1.32	0.00	0.42	14.89
20041118	0.000	1.08	0.00	0.42	15.19
20041119	0.085	1.19	0.01	0.41	15.55
20041120	0.085	1.51	0.08	0.42	16.13
20041121	0.083	1.80	0.60	0.43	16.58
20041122	0.079	1.65	0.86	0.45	16.88
20041123	0.076	1.48	0.13	0.48	17.02
20041124	0.075	1.76	6.38	0.49	16.49
20041125	0.000	0.98	0.00	0.53	15.69
20041126	0.000	1.16	0.00	0.53	15.40
20041127	0.074	1.53	0.71	0.52	15.21
20041128	0.000	1.34	0.00	0.55	15.09
20041129	0.000	1.41	0.00	0.54	15.36
20041130	0.000	1.15	0.00	0.54	15.24
20041201	0.075	1.26	0.00	0.53	14.87
20041202	0.000	1.13	0.00	0.53	14.50
20041203	0.000	1.15	0.00	0.53	14.40
20041204	0.000	1.08	0.00	0.53	14.18
20041205	0.077	1.68	0.00	0.52	14.72
20041206	0.000	1.14	0.00	0.53	15.37
20041207	0.077	1.03	0.00	0.52	15.94
20041208	0.000	0.96	0.00	0.52	16.38
20041209	0.077	1.57	0.02	0.52	16.44
20041210	0.077	1.03	5.69	0.52	15.71
20041211	0.000	1.04	0.00	0.57	15.16
20041212	0.000	1.18	0.00	0.56	15.10
20041213	0.000	0.65	0.00	0.56	14.27
20041214	0.000	0.77	0.00	0.56	13.52
20041215	0.000	1.05	0.00	0.55	13.15
20041216	0.000	1.13	0.00	0.55	13.12
20041217	0.000	1.15	0.00	0.55	13.13
20041218	0.000	1.02	0.00	0.55	13.02
20041219	0.000	0.68	0.00	0.54	12.36
20041220	0.000	1.15	0.00	0.54	12.33
20041221	0.000	1.25	0.00	0.54	12.87
20041222	0.078	1.39	0.00	0.54	13.07
20041223	0.078	0.55	0.32	0.54	12.46
20041224	0.075	0.47	0.00	0.56	12.05
20041225	0.075	1.01	0.18	0.56	11.96
20041226	0.074	1.11	3.72	0.56	11.94
20041227	0.000	1.19	0.00	0.59	12.08
20041228	0.000	1.38	0.00	0.59	12.45
20041229	0.000	1.38	0.00	0.58	12.85
20041230	0.000	1.28	0.00	0.58	13.27
20041231	0.000	1.33	0.00	0.58	13.52
20050101	0.000	1.52	0.00	0.58	14.06
20050102	0.000	1.55	0.00	0.57	14.57
20050103	0.000	1.48	0.00	0.57	14.91
20050104	0.000	1.50	0.00	0.57	15.24
20050105	0.000	1.45	0.00	0.56	15.44
20050106	0.000	1.31	0.00	0.56	15.85
20050107	0.000	1.16	0.00	0.56	16.15
20050108	0.079	1.20	0.00	0.56	16.41
20050109	0.079	1.16	0.00	0.56	16.50
20050110	0.000	1.38	0.00	0.55	16.55
20050111	0.000	1.37	0.00	0.55	16.51
20050112	0.000	1.48	0.00	0.55	16.64
20050113	0.080	1.83	1.23	0.55	16.73
20050114	0.075	0.99	0.14	0.58	16.28
20050115	0.000	0.81	0.00	0.58	15.66
20050116	0.000	1.03	0.00	0.58	15.18
20050117	0.000	0.74	0.00	0.58	14.24
20050118	0.000	0.76	0.00	0.58	13.50
20050119	0.000	1.05	0.00	0.57	13.01
20050120	0.000	1.21	0.00	0.57	13.12
20050121	0.000	1.54	0.00	0.57	13.45
20050122	0.000	1.42	0.00	0.57	13.86
20050123	0.000	0.90	0.00	0.56	13.15
20050124	0.000	1.05	0.00	0.56	12.62
20050125	0.000	1.31	0.00	0.56	12.77
20050126	0.000	1.45	0.00	0.56	13.44
20050127	0.000	1.12	0.00	0.56	13.69
20050128	0.079	1.07	0.02	0.55	13.21
20050129	0.079	0.58	1.36	0.56	12.57
20050130	0.000	1.00	0.00	0.59	12.55
20050131	0.000	0.96	0.00	0.58	12.37
20050201	0.000	0.57	0.00	0.58	12.49
20050202	0.076	0.70	0.11	0.58	12.42
20050203	0.075	0.64	0.59	0.59	12.42
20050204	0.000	1.24	0.00	0.60	12.57
20050205	0.000	1.40	0.00	0.60	12.69
20050206	0.000	1.61	0.00	0.60	12.89
20050207	0.000	1.67	0.00	0.59	13.52
20050208	0.000	1.96	0.00	0.59	13.94
20050209	0.077	1.33	2.79	0.59	14.31
20050210	0.000	1.41	0.00	0.62	14.20
20050211	0.000	1.32	0.00	0.61	13.84
20050212	0.000	1.78	0.00	0.61	13.86
20050213	0.000	1.87	0.00	0.60	14.15
20050214	0.077	1.81	0.00	0.60	14.43
20050215	0.077	1.56	0.00	0.60	14.88
20050216	0.000	1.62	0.00	0.59	15.30
20050217	0.000	1.45	0.00	0.59	15.19
20050218	0.000	1.42	0.00	0.59	14.77
20050219	0.000	1.76	0.00	0.59	14.45
20050220	0.000	2.03	0.00	0.58	14.62
20050221	0.000	1.95	0.00	0.58	15.20
20050222	0.080	2.61	0.16	0.58	15.91
20050223	0.078	2.04	0.00	0.59	16.34
20050224	0.078	1.71	0.00	0.59	16.54
20050225	0.078	1.64	0.00	0.58	15.99
20050226	0.000	1.56	0.00	0.58	15.52
20050227	0.078	1.09	6.81	0.58	15.15
20050228	0.000	1.58	0.00	0.63	15.05
20050301	0.000	1.46	0.00	0.62	14.70
20050302	0.000	1.40	0.00	0.62	14.39
20050303	0.000	1.17	0.00	0.62	14.07
20050304	0.000	1.97	0.00	0.61	13.96
20050305	0.000	2.29	0.00	0.61	14.24
20050306	0.000	2.17	0.00	0.60	14.27
20050307	0.078	3.02	0.05	0.60	14.61
20050308	0.077	1.81	0.00	0.61	14.57
20050309	0.000	1.24	0.00	0.61	14.22
20050310	0.000	1.87	0.00	0.60	13.96
20050311	0.000	1.92	0.00	0.60	14.07
20050312	0.000	2.64	0.00	0.60	14.37
20050313	0.000	2.80	0.00	0.59	14.94
20050314	0.000	2.42	0.00	0.59	15.55
20050315	0.080	1.45	0.00	0.58	15.46
20050316	0.080	1.46	5.11	0.58	15.14
20050317	0.074	0.91	0.00	0.62	14.60
20050318	0.000	1.15	0.00	0.62	14.20
20050319	0.000	2.34	0.00	0.62	14.15
20050320	0.000	2.64	0.00	0.61	14.44
20050321	0.000	2.43	0.00	0.60	14.98
20050322	0.078	1.85	7.63	0.60	15.28
20050323	0.070	2.63	0.00	0.66	15.78
20050324	0.000	2.98	0.00	0.65	16.03
20050325	0.075	3.18	0.41	0.64	16.23
20050326	0.074	2.79	5.89	0.65	16.53
20050327	0.071	2.47	18.23	0.68	16.81
20050328	0.064	2.35	0.00	0.74	16.69
20050329	0.000	3.32	0.00	0.73	16.77
20050330	0.000	3.39	0.00	0.72	16.82
20050331	0.074	2.83	6.76	0.71	16.92
20050401	0.070	1.04	8.26	0.74	16.85
20050402	0.066	2.27	0.02	0.77	16.52
20050403	0.000	3.04	0.00	0.77	16.32
20050404	0.000	3.57	0.00	0.76	16.41
20050405	0.000	3.61	0.00	0.75	16.50
20050406	0.000	3.16	0.00	0.74	16.71
20050407	0.079	2.57	8.35	0.74	16.83
20050408	0.000	2.61	0.00	0.78	16.87
20050409	0.000	2.97	0.00	0.77	16.91
20050410	0.000	3.32	0.00	0.77	16.99
20050411	0.000	3.49	0.00	0.76	17.01
20050412	0.079	2.60	0.07	0.75	17.13
20050413	0.078	2.68	0.00	0.75	17.11
20050414	0.000	2.34	0.00	0.75	16.73
20050415	0.000	3.23	0.00	0.74	16.48
20050416	0.000	2.82	0.00	0.74	16.30
20050417	0.000	3.32	0.00	0.73	16.18
20050418	0.000	4.02	0.00	0.72	16.26
20050419	0.000	3.87	0.00	0.72	16.40
20050420	0.000	3.68	0.00	0.71	16.67
20050421	0.000	3.81	0.00	0.70	17.01
20050422	0.088	3.78	6.61	0.70	17.21
20050423	0.078	3.17	0.19	0.73	17.01
20050424	0.000	2.42	0.00	0.73	16.56
20050425	0.079	3.28	0.00	0.72	16.28
20050426	0.080	2.80	0.52	0.72	16.26
20050427	0.000	3.20	0.00	0.73	16.45
20050428	0.000	3.71	0.00	0.72	16.42
20050429	0.000	4.05	0.00	0.71	16.64
20050430	0.082	2.44	7.15	0.71	16.79
20050501	0.000	3.09	0.00	0.74	16.85
20050502	0.000	3.45	0.00	0.73	16.87
20050503	0.000	3.63	0.00	0.73	16.88
20050504	0.079	3.75	0.03	0.72	16.98
20050505	0.079	1.87	0.36	0.72	16.89
20050506	0.000	3.36	0.00	0.73	16.90
20050507	0.000	3.87	0.00	0.72	16.93
20050508	0.000	4.15	0.00	0.71	17.16
20050509	0.000	4.12	0.00	0.70	17.36
20050510	0.000	4.00	0.00	0.69	17.71
20050511	0.000	4.06	0.00	0.69	17.81
20050512	0.000	4.51	0.00	0.68	18.02
20050513	0.000	4.36	0.00	0.67	18.23
20050514	0.000	4.27	0.00	0.66	18.37
20050515	0.000	4.30	0.00	0.66	18.50
20050516	0.000	4.06	0.00	0.65	18.57
20050517	0.000	4.50	0.00	0.64	18.70
20050518	0.000	4.40	0.00	0.63	18.80
20050519	0.099	4.85	0.20	0.62	19.01
20050520	0.097	5.08	0.98	0.63	19.10
20050521	0.092	3.05	0.00	0.65	18.88
20050522	0.000	4.42	0.00	0.64	18.73
20050523	0.000	4.69	0.00	0.63	18.91
20050524	0.000	4.83	0.00	0.62	19.19
20050525	0.000	3.78	0.00	0.61	18.92
20050526	0.000	4.43	0.00	0.61	18.73
20050527	0.000	4.76	0.00	0.60	18.73
20050528	0.000	4.87	0.00	0.59	18.92
20050529	0.109	5.15	0.00	0.58	19.17
20050530	0.109	3.93	0.00	0.58	19.28
20050531	0.109	3.83	0.14	0.57	19.34
20050601	0.107	4.02	3.95	0.58	19.38
20050602	0.097	4.74	0.20	0.62	19.46
20050603	0.103	4.88	1.29	0.62	19.51
20050604	0.097	4.01	0.00	0.65	19.57
20050605	0.099	5.27	0.06	0.64	19.79
20050606	0.098	6.15	0.26	0.64	19.95
20050607	0.097	5.20	0.00	0.64	20.01
20050608	0.099	6.28	5.67	0.63	20.12
20050609	0.092	5.09	0.00	0.67	20.11
20050610	0.095	3.69	0.24	0.65	19.99
20050611	0.094	3.49	2.00	0.66	19.90
20050612	0.091	4.45	0.26	0.68	19.99
20050613	0.092	5.46	0.07	0.69	20.18
20050614	0.000	5.72	0.00	0.68	20.33
20050615	0.000	5.44	0.00	0.67	20.46
20050616	0.000	5.11	0.00	0.66	20.47
20050617	0.000	5.32	0.00	0.65	20.37
20050618	0.109	4.49	0.00	0.64	20.21
20050619	0.000	4.85	0.00	0.63	20.00
20050620	0.000	4.68	0.00	0.62	19.85
20050621	0.000	5.14	0.00	0.61	19.77
20050622	0.115	5.52	0.00	0.61	19.84
20050623	0.000	5.48	0.00	0.60	19.98
20050624	0.000	4.80	0.00	0.59	20.03
20050625	0.119	3.12	0.00	0.58	19.86
20050626	0.120	4.48	0.00	0.57	19.94
20050627	0.121	5.13	0.00	0.57	20.17
20050628	0.122	3.46	0.00	0.56	20.10
20050629	0.121	4.98	0.11	0.56	20.20
20050630	0.119	4.43	0.00	0.57	20.26
20050701	0.121	6.22	4.75	0.56	20.50
20050702	0.107	5.87	0.02	0.61	20.58
20050703	0.000	5.22	0.00	0.60	20.63
20050704	0.110	4.95	0.00	0.59	20.69
20050705	0.111	4.53	0.00	0.59	20.75
20050706	0.113	4.50	0.00	0.58	20.73
20050707	0.114	4.06	0.00	0.57	20.61
20050708	0.115	5.32	0.00	0.57	20.63
20050709	0.116	4.65	0.00	0.56	20.71
20050710	0.117	3.31	16.49	0.55	20.46
20050711	0.091	4.49	0.00	0.67	20.54
20050712	0.096	5.08	0.10	0.66	20.60
20050713	0.097	5.38	0.16	0.66	20.63
20050714	0.000	4.99	0.00	0.66	20.62
20050715	0.101	4.98	0.00	0.65	20.61
20050716	0.102	5.74	0.00	0.64	20.68
20050717	0.000	5.50	0.00	0.63	20.76
20050718	0.107	5.28	0.00	0.62	20.83
20050719	0.107	5.09	0.00	0.62	20.86
20050720	0.109	5.85	0.06	0.61	20.94
20050721	0.108	6.89	0.58	0.61	20.99
20050722	0.000	5.44	0.00	0.63	21.01
20050723	0.106	5.28	0.00	0.61	21.13
20050724	0.000	5.07	0.00	0.61	21.15
20050725	0.000	5.24	0.00	0.60	21.21
20050726	0.000	5.61	0.00	0.59	21.32
20050727	0.000	5.22	0.00	0.58	21.47
20050728	0.000	5.16	0.00	0.57	21.58
20050729	0.116	5.08	0.00	0.56	21.61
20050730	0.117	4.84	0.28	0.55	21.34
20050731	0.000	3.92	0.00	0.56	21.18
20050801	0.115	4.40	0.00	0.56	21.05
20050802	0.115	3.98	0.00	0.55	20.93
20050803	0.116	3.77	0.00	0.55	20.89
20050804	0.000	4.06	0.00	0.54	20.88
20050805	0.118	5.59	3.59	0.54	20.80
20050806	0.106	4.33	0.07	0.58	20.62
20050807	0.000	4.05	0.00	0.59	20.56
20050808	0.107	4.37	0.00	0.58	20.56
20050809	0.108	4.73	0.00	0.57	20.68
20050810	0.109	4.92	0.00	0.56	20.79
20050811	0.110	5.58	0.25	0.56	20.84
20050812	0.000	4.82	0.00	0.57	20.90
20050813	0.109	4.68	0.00	0.56	20.87
20050814	0.000	4.75	0.00	0.55	20.94
20050815	0.111	4.87	0.00	0.55	20.99
20050816	0.000	4.69	0.00	0.54	21.02
20050817	0.114	4.62	0.00	0.53	21.13
20050818	0.115	4.76	0.00	0.52	21.28
20050819	0.115	4.56	0.00	0.52	21.36
20050820	0.116	4.94	0.00	0.51	21.47
20050821	0.000	4.61	0.00	0.51	21.64
20050822	0.117	6.28	0.17	0.50	21.77
20050823	0.115	4.31	0.00	0.51	21.68
20050824	0.116	4.58	0.00	0.51	21.62
20050825	0.000	3.14	0.00	0.50	21.49
20050826	0.000	3.24	0.00	0.49	21.29
20050827	0.000	3.96	0.00	0.49	21.24
20050828	0.119	3.88	0.00	0.48	21.34
20050829	0.120	3.16	0.00	0.48	21.42
20050830	0.120	3.92	0.00	0.47	21.53
20050831	0.119	4.55	0.09	0.48	21.44
20050901	0.117	3.76	0.00	0.48	21.36
20050902	0.000	3.75	0.00	0.48	21.26
20050903	0.000	4.02	0.00	0.47	21.10
20050904	0.000	3.75	0.00	0.46	20.99
20050905	0.000	2.93	0.00	0.46	20.81
20050906	0.116	3.29	0.00	0.46	20.70
20050907	0.000	3.04	0.00	0.45	20.61
20050908	0.000	3.14	0.00	0.44	20.62
20050909	0.000	3.49	0.00	0.44	20.55
20050910	0.000	3.77	0.00	0.43	20.47
20050911	0.000	3.44	0.00	0.43	20.42
20050912	0.000	3.47	0.00	0.42	20.44
20050913	0.000	3.67	0.00	0.41	20.47
20050914	0.000	3.53	0.00	0.41	20.57
20050915	0.000	3.47	0.00	0.40	20.79
20050916	0.000	3.46	0.00	0.40	21.15
20050917	0.000	3.33	0.00	0.39	21.39
20050918	0.000	3.43	0.00	0.38	21.64
20050919	0.000	3.21	0.00	0.38	21.85
20050920	0.000	2.93	0.00	0.37	21.85
20050921	0.000	2.83	0.00	0.37	21.86
20050922	0.000	2.49	0.00	0.36	21.85
20050923	0.000	2.57	0.00	0.36	21.90
20050924	0.000	2.46	0.00	0.35	22.01
20050925	0.000	2.47	0.00	0.35	21.94
20050926	0.129	2.27	0.00	0.35	21.68
20050927	0.129	2.36	0.00	0.35	21.51
20050928	0.000	2.33	0.00	0.35	21.59
20050929	0.000	2.50	0.00	0.34	21.58
20050930	0.122	2.61	0.00	0.34	21.61
20051001	0.000	1.89	0.00	0.33	21.65
20051002	0.122	3.33	0.04	0.33	21.66
20051003	0.000	1.86	0.00	0.34	21.53
20051004	0.000	1.56	0.00	0.33	21.50
20051005	0.114	1.78	0.04	0.33	21.17
20051006	0.113	2.53	0.18	0.33	21.03
20051007	0.102	3.19	0.16	0.35	21.11
20051008	0.000	1.01	0.00	0.36	20.55
20051009	0.000	1.65	0.00	0.36	20.41
20051010	0.000	1.71	0.00	0.36	20.37
20051011	0.000	1.26	0.00	0.35	20.34
20051012	0.000	1.30	0.00	0.35	20.17
20051013	0.000	1.30	0.00	0.35	19.96
20051014	0.000	1.64	0.00	0.35	19.80
20051015	0.000	1.59	0.00	0.34	19.59
